transaction_id,transaction_date,transaction_type,product_code,warehouse,quantity,unit_price
SAL-2024-11-01-SIB-005-PIT,2024-11-01,sale,SIB-005,Pittsburgh,53,5.98
PUR-2024-11-01-SIB-005-PIT,2024-11-01,purchase,SIB-005,Pittsburgh,73,5.98
SAL-2024-11-01-MOR-001-CHI,2024-11-01,sale,MOR-001,Chicago,11,815.21
PUR-2024-11-01-MOR-001-CHI,2024-11-01,purchase,MOR-001,Chicago,9,815.21
SAL-2024-11-01-MOR-001-HOU,2024-11-01,sale,MOR-001,Houston,9,815.21
PUR-2024-11-01-MOR-001-HOU,2024-11-01,purchase,MOR-001,Houston,11,815.21
SAL-2024-11-01-MOR-001-PIT,2024-11-01,sale,MOR-001,Pittsburgh,8,815.21
PUR-2024-11-01-MOR-001-PIT,2024-11-01,purchase,MOR-001,Pittsburgh,6,815.21
SAL-2024-11-01-MOR-002-CHI,2024-11-01,sale,MOR-002,Chicago,27,836.57
PUR-2024-11-01-MOR-002-CHI,2024-11-01,purchase,MOR-002,Chicago,31,836.57
SAL-2024-11-01-MOR-002-HOU,2024-11-01,sale,MOR-002,Houston,20,836.57
PUR-2024-11-01-MOR-002-HOU,2024-11-01,purchase,MOR-002,Houston,17,836.57
SAL-2024-11-01-MOR-002-PIT,2024-11-01,sale,MOR-002,Pittsburgh,15,836.57
PUR-2024-11-01-MOR-002-PIT,2024-11-01,purchase,MOR-002,Pittsburgh,15,836.57
SAL-2024-11-01-MOR-003-CHI,2024-11-01,sale,MOR-003,Chicago,22,549.69
PUR-2024-11-01-MOR-003-CHI,2024-11-01,purchase,MOR-003,Chicago,22,549.69
SAL-2024-11-01-MOR-003-HOU,2024-11-01,sale,MOR-003,Houston,16,549.69
PUR-2024-11-01-MOR-003-HOU,2024-11-01,purchase,MOR-003,Houston,18,549.69
SAL-2024-11-01-MOR-003-PIT,2024-11-01,sale,MOR-003,Pittsburgh,12,549.69
PUR-2024-11-01-MOR-003-PIT,2024-11-01,purchase,MOR-003,Pittsburgh,9,549.69
SAL-2024-11-01-MOR-004-CHI,2024-11-01,sale,MOR-004,Chicago,11,611.7
PUR-2024-11-01-MOR-004-CHI,2024-11-01,purchase,MOR-004,Chicago,14,611.7
SAL-2024-11-01-MOR-004-HOU,2024-11-01,sale,MOR-004,Houston,9,611.7
PUR-2024-11-01-MOR-004-HOU,2024-11-01,purchase,MOR-004,Houston,12,611.7
SAL-2024-11-01-MOR-004-PIT,2024-11-01,sale,MOR-004,Pittsburgh,9,611.7
PUR-2024-11-01-MOR-004-PIT,2024-11-01,purchase,MOR-004,Pittsburgh,9,611.7
SAL-2024-11-01-MOR-005-CHI,2024-11-01,sale,MOR-005,Chicago,12,806.99
PUR-2024-11-01-MOR-005-CHI,2024-11-01,purchase,MOR-005,Chicago,13,806.99
SAL-2024-11-01-MOR-005-HOU,2024-11-01,sale,MOR-005,Houston,8,806.99
PUR-2024-11-01-MOR-005-HOU,2024-11-01,purchase,MOR-005,Houston,9,806.99
SAL-2024-11-01-MOR-005-PIT,2024-11-01,sale,MOR-005,Pittsburgh,7,806.99
PUR-2024-11-01-MOR-005-PIT,2024-11-01,purchase,MOR-005,Pittsburgh,7,806.99
SAL-2024-11-01-INS-001-CHI,2024-11-01,sale,INS-001,Chicago,92,8.01
PUR-2024-11-01-INS-001-CHI,2024-11-01,purchase,INS-001,Chicago,72,8.01
SAL-2024-11-01-INS-001-HOU,2024-11-01,sale,INS-001,Houston,63,8.01
PUR-2024-11-01-INS-001-HOU,2024-11-01,purchase,INS-001,Houston,66,8.01
SAL-2024-11-01-INS-001-PIT,2024-11-01,sale,INS-001,Pittsburgh,58,8.01
PUR-2024-11-01-INS-001-PIT,2024-11-01,purchase,INS-001,Pittsburgh,50,8.01
SAL-2024-11-01-INS-002-CHI,2024-11-01,sale,INS-002,Chicago,96,15.77
PUR-2024-11-01-INS-002-CHI,2024-11-01,purchase,INS-002,Chicago,92,15.77
SAL-2024-11-01-INS-002-HOU,2024-11-01,sale,INS-002,Houston,76,15.77
PUR-2024-11-01-INS-002-HOU,2024-11-01,purchase,INS-002,Houston,52,15.77
SAL-2024-11-01-INS-002-PIT,2024-11-01,sale,INS-002,Pittsburgh,49,15.77
PUR-2024-11-01-INS-002-PIT,2024-11-01,purchase,INS-002,Pittsburgh,50,15.77
SAL-2024-11-01-INS-003-CHI,2024-11-01,sale,INS-003,Chicago,58,7.69
PUR-2024-11-01-INS-003-CHI,2024-11-01,purchase,INS-003,Chicago,74,7.69
SAL-2024-11-01-INS-003-HOU,2024-11-01,sale,INS-003,Houston,57,7.69
PUR-2024-11-01-INS-003-HOU,2024-11-01,purchase,INS-003,Houston,50,7.69
SAL-2024-11-01-INS-003-PIT,2024-11-01,sale,INS-003,Pittsburgh,45,7.69
PUR-2024-11-01-INS-003-PIT,2024-11-01,purchase,INS-003,Pittsburgh,33,7.69
SAL-2024-11-01-INS-004-CHI,2024-11-01,sale,INS-004,Chicago,69,18.22
PUR-2024-11-01-INS-004-CHI,2024-11-01,purchase,INS-004,Chicago,64,18.22
SAL-2024-11-01-INS-004-HOU,2024-11-01,sale,INS-004,Houston,51,18.22
PUR-2024-11-01-INS-004-HOU,2024-11-01,purchase,INS-004,Houston,49,18.22
SAL-2024-11-01-INS-004-PIT,2024-11-01,sale,INS-004,Pittsburgh,35,18.22
PUR-2024-11-01-INS-004-PIT,2024-11-01,purchase,INS-004,Pittsburgh,48,18.22
SAL-2024-11-01-INS-005-CHI,2024-11-01,sale,INS-005,Chicago,36,14.17
PUR-2024-11-01-INS-005-CHI,2024-11-01,purchase,INS-005,Chicago,35,14.17
SAL-2024-11-01-INS-005-HOU,2024-11-01,sale,INS-005,Houston,29,14.17
PUR-2024-11-01-INS-005-HOU,2024-11-01,purchase,INS-005,Houston,28,14.17
SAL-2024-11-01-INS-005-PIT,2024-11-01,sale,INS-005,Pittsburgh,27,14.17
PUR-2024-11-01-INS-005-PIT,2024-11-01,purchase,INS-005,Pittsburgh,31,14.17
SAL-2024-12-01-MCB-001-CHI,2024-12-01,sale,MCB-001,Chicago,142,11.82
PUR-2024-12-01-MCB-001-CHI,2024-12-01,purchase,MCB-001,Chicago,172,11.82
SAL-2024-12-01-MCB-001-HOU,2024-12-01,sale,MCB-001,Houston,95,11.82
PUR-2024-12-01-MCB-001-HOU,2024-12-01,purchase,MCB-001,Houston,127,11.82
SAL-2024-12-01-MCB-001-PIT,2024-12-01,sale,MCB-001,Pittsburgh,98,11.82
PUR-2024-12-01-MCB-001-PIT,2024-12-01,purchase,MCB-001,Pittsburgh,86,11.82
SAL-2024-12-01-MCB-002-CHI,2024-12-01,sale,MCB-002,Chicago,208,10.69
PUR-2024-12-01-MCB-002-CHI,2024-12-01,purchase,MCB-002,Chicago,220,10.69
SAL-2024-12-01-MCB-002-HOU,2024-12-01,sale,MCB-002,Houston,141,10.69
PUR-2024-12-01-MCB-002-HOU,2024-12-01,purchase,MCB-002,Houston,137,10.69
SAL-2024-12-01-MCB-002-PIT,2024-12-01,sale,MCB-002,Pittsburgh,135,10.69
PUR-2024-12-01-MCB-002-PIT,2024-12-01,purchase,MCB-002,Pittsburgh,123,10.69
SAL-2024-12-01-MCB-003-CHI,2024-12-01,sale,MCB-003,Chicago,113,10.72
PUR-2024-12-01-MCB-003-CHI,2024-12-01,purchase,MCB-003,Chicago,160,10.72
SAL-2024-12-01-MCB-003-HOU,2024-12-01,sale,MCB-003,Houston,89,10.72
PUR-2024-12-01-MCB-003-HOU,2024-12-01,purchase,MCB-003,Houston,94,10.72
SAL-2024-12-01-MCB-003-PIT,2024-12-01,sale,MCB-003,Pittsburgh,71,10.72
PUR-2024-12-01-MCB-003-PIT,2024-12-01,purchase,MCB-003,Pittsburgh,80,10.72
SAL-2024-12-01-MCB-004-CHI,2024-12-01,sale,MCB-004,Chicago,179,12.11
PUR-2024-12-01-MCB-004-CHI,2024-12-01,purchase,MCB-004,Chicago,161,12.11
SAL-2024-12-01-MCB-004-HOU,2024-12-01,sale,MCB-004,Houston,107,12.11
PUR-2024-12-01-MCB-004-HOU,2024-12-01,purchase,MCB-004,Houston,95,12.11
SAL-2024-12-01-MCB-004-PIT,2024-12-01,sale,MCB-004,Pittsburgh,107,12.11
PUR-2024-12-01-MCB-004-PIT,2024-12-01,purchase,MCB-004,Pittsburgh,74,12.11
SAL-2024-12-01-MCB-005-CHI,2024-12-01,sale,MCB-005,Chicago,145,12.46
PUR-2024-12-01-MCB-005-CHI,2024-12-01,purchase,MCB-005,Chicago,151,12.46
SAL-2024-12-01-MCB-005-HOU,2024-12-01,sale,MCB-005,Houston,117,12.46
PUR-2024-12-01-MCB-005-HOU,2024-12-01,purchase,MCB-005,Houston,141,12.46
SAL-2024-12-01-MCB-005-PIT,2024-12-01,sale,MCB-005,Pittsburgh,88,12.46
PUR-2024-12-01-MCB-005-PIT,2024-12-01,purchase,MCB-005,Pittsburgh,83,12.46
SAL-2024-12-01-HAB-001-CHI,2024-12-01,sale,HAB-001,Chicago,177,9.1
PUR-2024-12-01-HAB-001-CHI,2024-12-01,purchase,HAB-001,Chicago,173,9.1
SAL-2024-12-01-HAB-001-HOU,2024-12-01,sale,HAB-001,Houston,136,9.1
PUR-2024-12-01-HAB-001-HOU,2024-12-01,purchase,HAB-001,Houston,101,9.1
SAL-2024-12-01-HAB-001-PIT,2024-12-01,sale,HAB-001,Pittsburgh,85,9.1
PUR-2024-12-01-HAB-001-PIT,2024-12-01,purchase,HAB-001,Pittsburgh,88,9.1
SAL-2024-12-01-HAB-002-CHI,2024-12-01,sale,HAB-002,Chicago,85,8.92
PUR-2024-12-01-HAB-002-CHI,2024-12-01,purchase,HAB-002,Chicago,79,8.92
SAL-2024-12-01-HAB-002-HOU,2024-12-01,sale,HAB-002,Houston,77,8.92
PUR-2024-12-01-HAB-002-HOU,2024-12-01,purchase,HAB-002,Houston,94,8.92
SAL-2024-12-01-HAB-002-PIT,2024-12-01,sale,HAB-002,Pittsburgh,57,8.92
PUR-2024-12-01-HAB-002-PIT,2024-12-01,purchase,HAB-002,Pittsburgh,47,8.92
SAL-2024-12-01-HAB-003-CHI,2024-12-01,sale,HAB-003,Chicago,133,6.1
PUR-2024-12-01-HAB-003-CHI,2024-12-01,purchase,HAB-003,Chicago,98,6.1
SAL-2024-12-01-HAB-003-HOU,2024-12-01,sale,HAB-003,Houston,100,6.1
PUR-2024-12-01-HAB-003-HOU,2024-12-01,purchase,HAB-003,Houston,106,6.1
SAL-2024-12-01-HAB-003-PIT,2024-12-01,sale,HAB-003,Pittsburgh,82,6.1
PUR-2024-12-01-HAB-003-PIT,2024-12-01,purchase,HAB-003,Pittsburgh,73,6.1
SAL-2024-12-01-HAB-004-CHI,2024-12-01,sale,HAB-004,Chicago,117,8.31
PUR-2024-12-01-HAB-004-CHI,2024-12-01,purchase,HAB-004,Chicago,91,8.31
SAL-2024-12-01-HAB-004-HOU,2024-12-01,sale,HAB-004,Houston,85,8.31
PUR-2024-12-01-HAB-004-HOU,2024-12-01,purchase,HAB-004,Houston,82,8.31
SAL-2024-12-01-HAB-004-PIT,2024-12-01,sale,HAB-004,Pittsburgh,57,8.31
PUR-2024-12-01-HAB-004-PIT,2024-12-01,purchase,HAB-004,Pittsburgh,69,8.31
SAL-2024-12-01-HAB-005-CHI,2024-12-01,sale,HAB-005,Chicago,103,7.4
PUR-2024-12-01-HAB-005-CHI,2024-12-01,purchase,HAB-005,Chicago,70,7.4
SAL-2024-12-01-HAB-005-HOU,2024-12-01,sale,HAB-005,Houston,73,7.4
PUR-2024-12-01-HAB-005-HOU,2024-12-01,purchase,HAB-005,Houston,76,7.4
SAL-2024-12-01-HAB-005-PIT,2024-12-01,sale,HAB-005,Pittsburgh,59,7.4
PUR-2024-12-01-HAB-005-PIT,2024-12-01,purchase,HAB-005,Pittsburgh,48,7.4
SAL-2024-12-01-CAS-001-CHI,2024-12-01,sale,CAS-001,Chicago,25,1238.72
PUR-2024-12-01-CAS-001-CHI,2024-12-01,purchase,CAS-001,Chicago,22,1238.72
SAL-2024-12-01-CAS-001-HOU,2024-12-01,sale,CAS-001,Houston,20,1238.72
PUR-2024-12-01-CAS-001-HOU,2024-12-01,purchase,CAS-001,Houston,18,1238.72
SAL-2024-12-01-CAS-001-PIT,2024-12-01,sale,CAS-001,Pittsburgh,14,1238.72
PUR-2024-12-01-CAS-001-PIT,2024-12-01,purchase,CAS-001,Pittsburgh,18,1238.72
SAL-2024-12-01-CAS-002-CHI,2024-12-01,sale,CAS-002,Chicago,22,1129.98
PUR-2024-12-01-CAS-002-CHI,2024-12-01,purchase,CAS-002,Chicago,17,1129.98
SAL-2024-12-01-CAS-002-HOU,2024-12-01,sale,CAS-002,Houston,19,1129.98
PUR-2024-12-01-CAS-002-HOU,2024-12-01,purchase,CAS-002,Houston,13,1129.98
SAL-2024-12-01-CAS-002-PIT,2024-12-01,sale,CAS-002,Pittsburgh,13,1129.98
PUR-2024-12-01-CAS-002-PIT,2024-12-01,purchase,CAS-002,Pittsburgh,16,1129.98
SAL-2024-12-01-CAS-003-CHI,2024-12-01,sale,CAS-003,Chicago,15,1201.89
PUR-2024-12-01-CAS-003-CHI,2024-12-01,purchase,CAS-003,Chicago,17,1201.89
SAL-2024-12-01-CAS-003-HOU,2024-12-01,sale,CAS-003,Houston,12,1201.89
PUR-2024-12-01-CAS-003-HOU,2024-12-01,purchase,CAS-003,Houston,12,1201.89
SAL-2024-12-01-CAS-003-PIT,2024-12-01,sale,CAS-003,Pittsburgh,11,1201.89
PUR-2024-12-01-CAS-003-PIT,2024-12-01,purchase,CAS-003,Pittsburgh,12,1201.89
SAL-2024-12-01-CAS-004-CHI,2024-12-01,sale,CAS-004,Chicago,31,820.97
PUR-2024-12-01-CAS-004-CHI,2024-12-01,purchase,CAS-004,Chicago,25,820.97
SAL-2024-12-01-CAS-004-HOU,2024-12-01,sale,CAS-004,Houston,26,820.97
PUR-2024-12-01-CAS-004-HOU,2024-12-01,purchase,CAS-004,Houston,24,820.97
SAL-2024-12-01-CAS-004-PIT,2024-12-01,sale,CAS-004,Pittsburgh,17,820.97
PUR-2024-12-01-CAS-004-PIT,2024-12-01,purchase,CAS-004,Pittsburgh,20,820.97
SAL-2024-12-01-CAS-005-CHI,2024-12-01,sale,CAS-005,Chicago,16,1039.4
PUR-2024-12-01-CAS-005-CHI,2024-12-01,purchase,CAS-005,Chicago,20,1039.4
SAL-2024-12-01-CAS-005-HOU,2024-12-01,sale,CAS-005,Houston,16,1039.4
PUR-2024-12-01-CAS-005-HOU,2024-12-01,purchase,CAS-005,Houston,14,1039.4
SAL-2024-12-01-CAS-005-PIT,2024-12-01,sale,CAS-005,Pittsburgh,10,1039.4
PUR-2024-12-01-CAS-005-PIT,2024-12-01,purchase,CAS-005,Pittsburgh,13,1039.4
SAL-2024-12-01-SIB-001-CHI,2024-12-01,sale,SIB-001,Chicago,77,7.47
PUR-2024-12-01-SIB-001-CHI,2024-12-01,purchase,SIB-001,Chicago,85,7.47
SAL-2024-12-01-SIB-001-HOU,2024-12-01,sale,SIB-001,Houston,56,7.47
PUR-2024-12-01-SIB-001-HOU,2024-12-01,purchase,SIB-001,Houston,54,7.47
SAL-2024-12-01-SIB-001-PIT,2024-12-01,sale,SIB-001,Pittsburgh,45,7.47
PUR-2024-12-01-SIB-001-PIT,2024-12-01,purchase,SIB-001,Pittsburgh,36,7.47
SAL-2024-12-01-SIB-002-CHI,2024-12-01,sale,SIB-002,Chicago,123,6.57
PUR-2024-12-01-SIB-002-CHI,2024-12-01,purchase,SIB-002,Chicago,148,6.57
SAL-2024-12-01-SIB-002-HOU,2024-12-01,sale,SIB-002,Houston,97,6.57
PUR-2024-12-01-SIB-002-HOU,2024-12-01,purchase,SIB-002,Houston,109,6.57
SAL-2024-12-01-SIB-002-PIT,2024-12-01,sale,SIB-002,Pittsburgh,82,6.57
PUR-2024-12-01-SIB-002-PIT,2024-12-01,purchase,SIB-002,Pittsburgh,87,6.57
SAL-2024-12-01-SIB-003-CHI,2024-12-01,sale,SIB-003,Chicago,83,8.35
PUR-2024-12-01-SIB-003-CHI,2024-12-01,purchase,SIB-003,Chicago,69,8.35
SAL-2024-12-01-SIB-003-HOU,2024-12-01,sale,SIB-003,Houston,63,8.35
PUR-2024-12-01-SIB-003-HOU,2024-12-01,purchase,SIB-003,Houston,77,8.35
SAL-2024-12-01-SIB-003-PIT,2024-12-01,sale,SIB-003,Pittsburgh,53,8.35
PUR-2024-12-01-SIB-003-PIT,2024-12-01,purchase,SIB-003,Pittsburgh,43,8.35
SAL-2024-12-01-SIB-004-CHI,2024-12-01,sale,SIB-004,Chicago,117,7.16
PUR-2024-12-01-SIB-004-CHI,2024-12-01,purchase,SIB-004,Chicago,103,7.16
SAL-2024-12-01-SIB-004-HOU,2024-12-01,sale,SIB-004,Houston,80,7.16
PUR-2024-12-01-SIB-004-HOU,2024-12-01,purchase,SIB-004,Houston,116,7.16
SAL-2024-12-01-SIB-004-PIT,2024-12-01,sale,SIB-004,Pittsburgh,72,7.16
PUR-2024-12-01-SIB-004-PIT,2024-12-01,purchase,SIB-004,Pittsburgh,64,7.16
SAL-2024-12-01-SIB-005-CHI,2024-12-01,sale,SIB-005,Chicago,100,5.98
PUR-2024-12-01-SIB-005-CHI,2024-12-01,purchase,SIB-005,Chicago,123,5.98
SAL-2024-12-01-SIB-005-HOU,2024-12-01,sale,SIB-005,Houston,79,5.98
PUR-2024-12-01-SIB-005-HOU,2024-12-01,purchase,SIB-005,Houston,80,5.98
SAL-2024-12-01-SIB-005-PIT,2024-12-01,sale,SIB-005,Pittsburgh,64,5.98
PUR-2024-12-01-SIB-005-PIT,2024-12-01,purchase,SIB-005,Pittsburgh,78,5.98
SAL-2024-12-01-MOR-001-CHI,2024-12-01,sale,MOR-001,Chicago,13,815.21
PUR-2024-12-01-MOR-001-CHI,2024-12-01,purchase,MOR-001,Chicago,13,815.21
SAL-2024-12-01-MOR-001-HOU,2024-12-01,sale,MOR-001,Houston,11,815.21
PUR-2024-12-01-MOR-001-HOU,2024-12-01,purchase,MOR-001,Houston,11,815.21
SAL-2024-12-01-MOR-001-PIT,2024-12-01,sale,MOR-001,Pittsburgh,8,815.21
PUR-2024-12-01-MOR-001-PIT,2024-12-01,purchase,MOR-001,Pittsburgh,9,815.21
SAL-2024-12-01-MOR-002-CHI,2024-12-01,sale,MOR-002,Chicago,25,836.57
PUR-2024-12-01-MOR-002-CHI,2024-12-01,purchase,MOR-002,Chicago,32,836.57
SAL-2024-12-01-MOR-002-HOU,2024-12-01,sale,MOR-002,Houston,17,836.57
PUR-2024-12-01-MOR-002-HOU,2024-12-01,purchase,MOR-002,Houston,24,836.57
SAL-2024-12-01-MOR-002-PIT,2024-12-01,sale,MOR-002,Pittsburgh,17,836.57
PUR-2024-12-01-MOR-002-PIT,2024-12-01,purchase,MOR-002,Pittsburgh,18,836.57
SAL-2024-12-01-MOR-003-CHI,2024-12-01,sale,MOR-003,Chicago,23,549.69
PUR-2024-12-01-MOR-003-CHI,2024-12-01,purchase,MOR-003,Chicago,17,549.69
SAL-2024-12-01-MOR-003-HOU,2024-12-01,sale,MOR-003,Houston,16,549.69
PUR-2024-12-01-MOR-003-HOU,2024-12-01,purchase,MOR-003,Houston,20,549.69
SAL-2024-12-01-MOR-003-PIT,2024-12-01,sale,MOR-003,Pittsburgh,14,549.69
PUR-2024-12-01-MOR-003-PIT,2024-12-01,purchase,MOR-003,Pittsburgh,12,549.69
SAL-2024-12-01-MOR-004-CHI,2024-12-01,sale,MOR-004,Chicago,12,611.7
PUR-2024-12-01-MOR-004-CHI,2024-12-01,purchase,MOR-004,Chicago,17,611.7
SAL-2024-12-01-MOR-004-HOU,2024-12-01,sale,MOR-004,Houston,11,611.7
PUR-2024-12-01-MOR-004-HOU,2024-12-01,purchase,MOR-004,Houston,12,611.7
SAL-2024-12-01-MOR-004-PIT,2024-12-01,sale,MOR-004,Pittsburgh,8,611.7
PUR-2024-12-01-MOR-004-PIT,2024-12-01,purchase,MOR-004,Pittsburgh,7,611.7
SAL-2024-12-01-MOR-005-CHI,2024-12-01,sale,MOR-005,Chicago,11,806.99
PUR-2024-12-01-MOR-005-CHI,2024-12-01,purchase,MOR-005,Chicago,10,806.99
SAL-2024-12-01-MOR-005-HOU,2024-12-01,sale,MOR-005,Houston,8,806.99
PUR-2024-12-01-MOR-005-HOU,2024-12-01,purchase,MOR-005,Houston,8,806.99
SAL-2024-12-01-MOR-005-PIT,2024-12-01,sale,MOR-005,Pittsburgh,6,806.99
PUR-2024-12-01-MOR-005-PIT,2024-12-01,purchase,MOR-005,Pittsburgh,8,806.99
SAL-2024-12-01-INS-001-CHI,2024-12-01,sale,INS-001,Chicago,78,8.01
PUR-2024-12-01-INS-001-CHI,2024-12-01,purchase,INS-001,Chicago,89,8.01
SAL-2024-12-01-INS-001-HOU,2024-12-01,sale,INS-001,Houston,77,8.01
PUR-2024-12-01-INS-001-HOU,2024-12-01,purchase,INS-001,Houston,72,8.01
SAL-2024-12-01-INS-001-PIT,2024-12-01,sale,INS-001,Pittsburgh,51,8.01
PUR-2024-12-01-INS-001-PIT,2024-12-01,purchase,INS-001,Pittsburgh,43,8.01
SAL-2024-12-01-INS-002-CHI,2024-12-01,sale,INS-002,Chicago,104,15.77
PUR-2024-12-01-INS-002-CHI,2024-12-01,purchase,INS-002,Chicago,108,15.77
SAL-2024-12-01-INS-002-HOU,2024-12-01,sale,INS-002,Houston,83,15.77
PUR-2024-12-01-INS-002-HOU,2024-12-01,purchase,INS-002,Houston,58,15.77
SAL-2024-12-01-INS-002-PIT,2024-12-01,sale,INS-002,Pittsburgh,60,15.77
PUR-2024-12-01-INS-002-PIT,2024-12-01,purchase,INS-002,Pittsburgh,48,15.77
SAL-2024-12-01-INS-003-CHI,2024-12-01,sale,INS-003,Chicago,62,7.69
PUR-2024-12-01-INS-003-CHI,2024-12-01,purchase,INS-003,Chicago,70,7.69
SAL-2024-12-01-INS-003-HOU,2024-12-01,sale,INS-003,Houston,63,7.69
PUR-2024-12-01-INS-003-HOU,2024-12-01,purchase,INS-003,Houston,62,7.69
SAL-2024-12-01-INS-003-PIT,2024-12-01,sale,INS-003,Pittsburgh,48,7.69
PUR-2024-12-01-INS-003-PIT,2024-12-01,purchase,INS-003,Pittsburgh,41,7.69
SAL-2024-12-01-INS-004-CHI,2024-12-01,sale,INS-004,Chicago,69,18.22
PUR-2024-12-01-INS-004-CHI,2024-12-01,purchase,INS-004,Chicago,78,18.22
SAL-2024-12-01-INS-004-HOU,2024-12-01,sale,INS-004,Houston,62,18.22
PUR-2024-12-01-INS-004-HOU,2024-12-01,purchase,INS-004,Houston,60,18.22
SAL-2024-12-01-INS-004-PIT,2024-12-01,sale,INS-004,Pittsburgh,48,18.22
PUR-2024-12-01-INS-004-PIT,2024-12-01,purchase,INS-004,Pittsburgh,37,18.22
SAL-2024-12-01-INS-005-CHI,2024-12-01,sale,INS-005,Chicago,51,14.17
PUR-2024-12-01-INS-005-CHI,2024-12-01,purchase,INS-005,Chicago,40,14.17
SAL-2024-12-01-INS-005-HOU,2024-12-01,sale,INS-005,Houston,42,14.17
PUR-2024-12-01-INS-005-HOU,2024-12-01,purchase,INS-005,Houston,32,14.17
SAL-2024-12-01-INS-005-PIT,2024-12-01,sale,INS-005,Pittsburgh,23,14.17
PUR-2024-12-01-INS-005-PIT,2024-12-01,purchase,INS-005,Pittsburgh,24,14.17
SAL-2025-01-01-MCB-001-CHI,2025-01-01,sale,MCB-001,Chicago,164,11.82
PUR-2025-01-01-MCB-001-CHI,2025-01-01,purchase,MCB-001,Chicago,157,11.82
SAL-2025-01-01-MCB-001-HOU,2025-01-01,sale,MCB-001,Houston,125,11.82
PUR-2025-01-01-MCB-001-HOU,2025-01-01,purchase,MCB-001,Houston,136,11.82
SAL-2025-01-01-MCB-001-PIT,2025-01-01,sale,MCB-001,Pittsburgh,81,11.82
PUR-2025-01-01-MCB-001-PIT,2025-01-01,purchase,MCB-001,Pittsburgh,84,11.82
SAL-2025-01-01-MCB-002-CHI,2025-01-01,sale,MCB-002,Chicago,219,10.69
PUR-2025-01-01-MCB-002-CHI,2025-01-01,purchase,MCB-002,Chicago,181,10.69
SAL-2025-01-01-MCB-002-HOU,2025-01-01,sale,MCB-002,Houston,151,10.69
PUR-2025-01-01-MCB-002-HOU,2025-01-01,purchase,MCB-002,Houston,128,10.69
SAL-2025-01-01-MCB-002-PIT,2025-01-01,sale,MCB-002,Pittsburgh,125,10.69
PUR-2025-01-01-MCB-002-PIT,2025-01-01,purchase,MCB-002,Pittsburgh,105,10.69
SAL-2025-01-01-MCB-003-CHI,2025-01-01,sale,MCB-003,Chicago,144,10.72
PUR-2025-01-01-MCB-003-CHI,2025-01-01,purchase,MCB-003,Chicago,176,10.72
SAL-2025-01-01-MCB-003-HOU,2025-01-01,sale,MCB-003,Houston,123,10.72
PUR-2025-01-01-MCB-003-HOU,2025-01-01,purchase,MCB-003,Houston,98,10.72
SAL-2025-01-01-MCB-003-PIT,2025-01-01,sale,MCB-003,Pittsburgh,82,10.72
PUR-2025-01-01-MCB-003-PIT,2025-01-01,purchase,MCB-003,Pittsburgh,91,10.72
SAL-2025-01-01-MCB-004-CHI,2025-01-01,sale,MCB-004,Chicago,186,12.11
PUR-2025-01-01-MCB-004-CHI,2025-01-01,purchase,MCB-004,Chicago,132,12.11
SAL-2025-01-01-MCB-004-HOU,2025-01-01,sale,MCB-004,Houston,110,12.11
PUR-2025-01-01-MCB-004-HOU,2025-01-01,purchase,MCB-004,Houston,147,12.11
SAL-2025-01-01-MCB-004-PIT,2025-01-01,sale,MCB-004,Pittsburgh,93,12.11
PUR-2025-01-01-MCB-004-PIT,2025-01-01,purchase,MCB-004,Pittsburgh,103,12.11
SAL-2025-01-01-MCB-005-CHI,2025-01-01,sale,MCB-005,Chicago,187,12.46
PUR-2025-01-01-MCB-005-CHI,2025-01-01,purchase,MCB-005,Chicago,136,12.46
SAL-2025-01-01-MCB-005-HOU,2025-01-01,sale,MCB-005,Houston,143,12.46
PUR-2025-01-01-MCB-005-HOU,2025-01-01,purchase,MCB-005,Houston,138,12.46
SAL-2025-01-01-MCB-005-PIT,2025-01-01,sale,MCB-005,Pittsburgh,112,12.46
PUR-2025-01-01-MCB-005-PIT,2025-01-01,purchase,MCB-005,Pittsburgh,100,12.46
SAL-2025-01-01-HAB-001-CHI,2025-01-01,sale,HAB-001,Chicago,189,9.1
PUR-2025-01-01-HAB-001-CHI,2025-01-01,purchase,HAB-001,Chicago,200,9.1
SAL-2025-01-01-HAB-001-HOU,2025-01-01,sale,HAB-001,Houston,148,9.1
PUR-2025-01-01-HAB-001-HOU,2025-01-01,purchase,HAB-001,Houston,125,9.1
SAL-2025-01-01-HAB-001-PIT,2025-01-01,sale,HAB-001,Pittsburgh,89,9.1
PUR-2025-01-01-HAB-001-PIT,2025-01-01,purchase,HAB-001,Pittsburgh,99,9.1
SAL-2025-01-01-HAB-002-CHI,2025-01-01,sale,HAB-002,Chicago,117,8.92
PUR-2025-01-01-HAB-002-CHI,2025-01-01,purchase,HAB-002,Chicago,108,8.92
SAL-2025-01-01-HAB-002-HOU,2025-01-01,sale,HAB-002,Houston,91,8.92
PUR-2025-01-01-HAB-002-HOU,2025-01-01,purchase,HAB-002,Houston,74,8.92
SAL-2025-01-01-HAB-002-PIT,2025-01-01,sale,HAB-002,Pittsburgh,58,8.92
PUR-2025-01-01-HAB-002-PIT,2025-01-01,purchase,HAB-002,Pittsburgh,76,8.92
SAL-2025-01-01-HAB-003-CHI,2025-01-01,sale,HAB-003,Chicago,114,6.1
